  0%|          | 0/28158 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
/home/xinyuzh/anaconda3/envs/meditron/lib/python3.10/site-packages/torch/autograd/graph.py:825: UserWarning: cuDNN SDPA backward got grad_output.strides() != output.strides(), attempting to materialize a grad_output with matching strides... (Triggered internally at ../aten/src/ATen/native/cudnn/MHA.cpp:674.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
                                                      
{'loss': 1.5125, 'grad_norm': 1.18394136428833, 'learning_rate': 1.775568181818182e-07, 'epoch': 0.0}
{'loss': 0.6076, 'grad_norm': 2.0494742393493652, 'learning_rate': 4.9482598285309205e-05, 'epoch': 0.32}
{'loss': 0.6047, 'grad_norm': 2.0396711826324463, 'learning_rate': 4.947630685175522e-05, 'epoch': 0.32}
{'loss': 0.6026, 'grad_norm': 2.1192386150360107, 'learning_rate': 4.946997780296394e-05, 'epoch': 0.32}
{'loss': 0.6194, 'grad_norm': 1.9289084672927856, 'learning_rate': 4.9463611148661874e-05, 'epoch': 0.32}
{'loss': 0.6317, 'grad_norm': 1.7197006940841675, 'learning_rate': 4.945720689863331e-05, 'epoch': 0.32}
{'loss': 0.654, 'grad_norm': 2.3310320377349854, 'learning_rate': 4.9450765062720305e-05, 'epoch': 0.32}
{'loss': 0.5858, 'grad_norm': 1.555113434791565, 'learning_rate': 4.944428565082269e-05, 'epoch': 0.32}
{'loss': 0.6181, 'grad_norm': 1.7745436429977417, 'learning_rate': 4.943776867289803e-05, 'epoch': 0.32}
{'loss': 0.5531, 'grad_norm': 1.5433286428451538, 'learning_rate': 4.943121413896164e-05, 'epoch': 0.32}
{'loss': 0.6069, 'grad_norm': 2.3460683822631836, 'learning_rate': 4.942462205908653e-05, 'epoch': 0.32}
{'loss': 0.6061, 'grad_norm': 1.7995245456695557, 'learning_rate': 4.941799244340344e-05, 'epoch': 0.32}
{'loss': 0.5871, 'grad_norm': 2.4048218727111816, 'learning_rate': 4.941132530210076e-05, 'epoch': 0.32}
{'loss': 0.6753, 'grad_norm': 1.9971065521240234, 'learning_rate': 4.940462064542457e-05, 'epoch': 0.33}
{'loss': 0.6689, 'grad_norm': 1.7695891857147217, 'learning_rate': 4.93978784836786e-05, 'epoch': 0.33}
{'loss': 0.6032, 'grad_norm': 1.9213565587997437, 'learning_rate': 4.9391098827224225e-05, 'epoch': 0.33}
{'loss': 0.6344, 'grad_norm': 2.3074960708618164, 'learning_rate': 4.9384281686480416e-05, 'epoch': 0.33}
{'loss': 0.5868, 'grad_norm': 2.044712781906128, 'learning_rate': 4.937742707192379e-05, 'epoch': 0.33}
{'loss': 0.6379, 'grad_norm': 1.846950650215149, 'learning_rate': 4.937053499408852e-05, 'epoch': 0.33}
{'loss': 0.6036, 'grad_norm': 2.186479330062866, 'learning_rate': 4.936360546356636e-05, 'epoch': 0.33}
{'loss': 0.6491, 'grad_norm': 2.2603180408477783, 'learning_rate': 4.9356638491006654e-05, 'epoch': 0.33}
{'loss': 0.6956, 'grad_norm': 1.6175353527069092, 'learning_rate': 4.9349634087116226e-05, 'epoch': 0.33}
{'loss': 0.5813, 'grad_norm': 1.8856385946273804, 'learning_rate': 4.934259226265947e-05, 'epoch': 0.33}
{'loss': 0.6798, 'grad_norm': 2.504047155380249, 'learning_rate': 4.933551302845828e-05, 'epoch': 0.33}
{'loss': 0.6206, 'grad_norm': 2.362272024154663, 'learning_rate': 4.932839639539204e-05, 'epoch': 0.33}
{'loss': 0.6106, 'grad_norm': 1.831176996231079, 'learning_rate': 4.932124237439759e-05, 'epoch': 0.33}
{'loss': 0.6212, 'grad_norm': 1.6001006364822388, 'learning_rate': 4.9314050976469264e-05, 'epoch': 0.33}
{'loss': 0.6562, 'grad_norm': 1.8771673440933228, 'learning_rate': 4.9306822212658796e-05, 'epoch': 0.34}
{'loss': 0.6691, 'grad_norm': 2.1196744441986084, 'learning_rate': 4.929955609407539e-05, 'epoch': 0.34}
{'loss': 0.6894, 'grad_norm': 2.517775297164917, 'learning_rate': 4.929225263188561e-05, 'epoch': 0.34}
{'loss': 0.6108, 'grad_norm': 2.0609915256500244, 'learning_rate': 4.9284911837313444e-05, 'epoch': 0.34}
{'loss': 0.6819, 'grad_norm': 2.273292064666748, 'learning_rate': 4.927753372164022e-05, 'epoch': 0.34}
{'loss': 0.643, 'grad_norm': 1.7419120073318481, 'learning_rate': 4.927011829620467e-05, 'epoch': 0.34}
{'loss': 0.5971, 'grad_norm': 1.7249871492385864, 'learning_rate': 4.926266557240281e-05, 'epoch': 0.34}
{'loss': 0.616, 'grad_norm': 2.3974592685699463, 'learning_rate': 4.925517556168802e-05, 'epoch': 0.34}
{'loss': 0.6747, 'grad_norm': 1.9926446676254272, 'learning_rate': 4.9247648275570945e-05, 'epoch': 0.34}
{'loss': 0.609, 'grad_norm': 2.1125683784484863, 'learning_rate': 4.9240083725619546e-05, 'epoch': 0.34}
{'loss': 0.6127, 'grad_norm': 2.056091070175171, 'learning_rate': 4.923248192345903e-05, 'epoch': 0.34}
{'loss': 0.6419, 'grad_norm': 2.220906972885132, 'learning_rate': 4.9224842880771874e-05, 'epoch': 0.34}
{'loss': 0.6523, 'grad_norm': 1.568415641784668, 'learning_rate': 4.921716660929776e-05, 'epoch': 0.34}
{'loss': 0.6286, 'grad_norm': 2.0939719676971436, 'learning_rate': 4.9209453120833616e-05, 'epoch': 0.34}
{'loss': 0.552, 'grad_norm': 2.2283554077148438, 'learning_rate': 4.9201702427233524e-05, 'epoch': 0.35}
{'loss': 0.6283, 'grad_norm': 1.9869130849838257, 'learning_rate': 4.9193914540408784e-05, 'epoch': 0.35}
{'loss': 0.5815, 'grad_norm': 2.416569471359253, 'learning_rate': 4.918608947232782e-05, 'epoch': 0.35}
{'loss': 0.6534, 'grad_norm': 2.1520473957061768, 'learning_rate': 4.917822723501623e-05, 'epoch': 0.35}
{'loss': 0.6218, 'grad_norm': 1.6379072666168213, 'learning_rate': 4.9170327840556696e-05, 'epoch': 0.35}
{'loss': 0.6397, 'grad_norm': 2.6619303226470947, 'learning_rate': 4.916239130108904e-05, 'epoch': 0.35}
{'loss': 0.6454, 'grad_norm': 1.7247401475906372, 'learning_rate': 4.915441762881013e-05, 'epoch': 0.35}
{'loss': 0.6564, 'grad_norm': 2.2444067001342773, 'learning_rate': 4.914640683597396e-05, 'epoch': 0.35}
{'loss': 0.6384, 'grad_norm': 1.9510098695755005, 'learning_rate': 4.9138358934891496e-05, 'epoch': 0.35}
{'loss': 0.5861, 'grad_norm': 1.681739330291748, 'learning_rate': 4.913027393793078e-05, 'epoch': 0.35}
{'loss': 0.6731, 'grad_norm': 2.0018980503082275, 'learning_rate': 4.9122151857516865e-05, 'epoch': 0.35}
{'loss': 0.6568, 'grad_norm': 1.4391703605651855, 'learning_rate': 4.911399270613176e-05, 'epoch': 0.35}
{'loss': 0.6246, 'grad_norm': 1.9492827653884888, 'learning_rate': 4.910579649631447e-05, 'epoch': 0.35}
{'loss': 0.6545, 'grad_norm': 1.6253477334976196, 'learning_rate': 4.9097563240660954e-05, 'epoch': 0.35}
{'loss': 0.6107, 'grad_norm': 1.7880527973175049, 'learning_rate': 4.90892929518241e-05, 'epoch': 0.36}
{'loss': 0.7209, 'grad_norm': 2.1789448261260986, 'learning_rate': 4.908098564251368e-05, 'epoch': 0.36}
{'loss': 0.6216, 'grad_norm': 2.177762031555176, 'learning_rate': 4.907264132549642e-05, 'epoch': 0.36}
{'loss': 0.6374, 'grad_norm': 2.3849339485168457, 'learning_rate': 4.906426001359584e-05, 'epoch': 0.36}
{'loss': 0.6832, 'grad_norm': 2.151270627975464, 'learning_rate': 4.90558417196924e-05, 'epoch': 0.36}
{'loss': 0.692, 'grad_norm': 1.7375545501708984, 'learning_rate': 4.904738645672332e-05, 'epoch': 0.36}
{'loss': 0.5297, 'grad_norm': 1.9063007831573486, 'learning_rate': 4.9038894237682676e-05, 'epoch': 0.36}
{'loss': 0.6582, 'grad_norm': 1.9649759531021118, 'learning_rate': 4.9030365075621335e-05, 'epoch': 0.36}
{'loss': 0.6308, 'grad_norm': 1.9211734533309937, 'learning_rate': 4.9021798983646914e-05, 'epoch': 0.36}
{'loss': 0.6206, 'grad_norm': 2.129312515258789, 'learning_rate': 4.901319597492381e-05, 'epoch': 0.36}
{'loss': 0.6925, 'grad_norm': 1.937840461730957, 'learning_rate': 4.900455606267315e-05, 'epoch': 0.36}
{'loss': 0.6367, 'grad_norm': 2.1873559951782227, 'learning_rate': 4.899587926017275e-05, 'epoch': 0.36}
{'loss': 0.6303, 'grad_norm': 1.6518347263336182, 'learning_rate': 4.898716558075716e-05, 'epoch': 0.36}
{'loss': 0.6724, 'grad_norm': 1.5918030738830566, 'learning_rate': 4.897841503781756e-05, 'epoch': 0.36}
{'loss': 0.6183, 'grad_norm': 2.0246310234069824, 'learning_rate': 4.8969627644801805e-05, 'epoch': 0.37}
{'loss': 0.592, 'grad_norm': 1.9112944602966309, 'learning_rate': 4.8960803415214394e-05, 'epoch': 0.37}
{'loss': 0.6391, 'grad_norm': 1.898388385772705, 'learning_rate': 4.895194236261641e-05, 'epoch': 0.37}
{'loss': 0.4906, 'grad_norm': 1.9037702083587646, 'learning_rate': 4.894304450062554e-05, 'epoch': 0.37}
{'loss': 0.6216, 'grad_norm': 2.1091537475585938, 'learning_rate': 4.893410984291602e-05, 'epoch': 0.37}
{'loss': 0.5734, 'grad_norm': 2.118579149246216, 'learning_rate': 4.8925138403218665e-05, 'epoch': 0.37}
{'loss': 0.5935, 'grad_norm': 2.1228106021881104, 'learning_rate': 4.891613019532081e-05, 'epoch': 0.37}
{'loss': 0.6416, 'grad_norm': 1.8144581317901611, 'learning_rate': 4.890708523306626e-05, 'epoch': 0.37}
{'loss': 0.6699, 'grad_norm': 1.7345689535140991, 'learning_rate': 4.889800353035536e-05, 'epoch': 0.37}
{'loss': 0.5878, 'grad_norm': 2.1924707889556885, 'learning_rate': 4.8888885101144866e-05, 'epoch': 0.37}
{'loss': 0.6194, 'grad_norm': 1.6723856925964355, 'learning_rate': 4.8879729959448014e-05, 'epoch': 0.37}
{'loss': 0.6359, 'grad_norm': 2.030148506164551, 'learning_rate': 4.887053811933444e-05, 'epoch': 0.37}
{'loss': 0.607, 'grad_norm': 2.402240037918091, 'learning_rate': 4.886130959493017e-05, 'epoch': 0.37}
{'loss': 0.6872, 'grad_norm': 2.014526128768921, 'learning_rate': 4.885204440041764e-05, 'epoch': 0.37}
{'loss': 0.5783, 'grad_norm': 1.6094810962677002, 'learning_rate': 4.8842742550035604e-05, 'epoch': 0.38}
{'loss': 0.6183, 'grad_norm': 1.8007525205612183, 'learning_rate': 4.883340405807917e-05, 'epoch': 0.38}
{'loss': 0.604, 'grad_norm': 2.0517971515655518, 'learning_rate': 4.8824028938899744e-05, 'epoch': 0.38}
{'loss': 0.7002, 'grad_norm': 1.8782635927200317, 'learning_rate': 4.881461720690504e-05, 'epoch': 0.38}
{'loss': 0.6089, 'grad_norm': 1.876563549041748, 'learning_rate': 4.8805168876559016e-05, 'epoch': 0.38}
{'loss': 0.6454, 'grad_norm': 1.6337287425994873, 'learning_rate': 4.879568396238189e-05, 'epoch': 0.38}
{'loss': 0.6276, 'grad_norm': 1.9639275074005127, 'learning_rate': 4.8786162478950104e-05, 'epoch': 0.38}
{'loss': 0.6356, 'grad_norm': 1.831182837486267, 'learning_rate': 4.8776604440896276e-05, 'epoch': 0.38}
{'loss': 0.5871, 'grad_norm': 1.7023446559906006, 'learning_rate': 4.876700986290923e-05, 'epoch': 0.38}
{'loss': 0.6482, 'grad_norm': 2.861581802368164, 'learning_rate': 4.875737875973393e-05, 'epoch': 0.38}
{'loss': 0.598, 'grad_norm': 1.8151499032974243, 'learning_rate': 4.874771114617147e-05, 'epoch': 0.38}
{'loss': 0.5402, 'grad_norm': 1.8371105194091797, 'learning_rate': 4.873800703707906e-05, 'epoch': 0.38}
{'loss': 0.6586, 'grad_norm': 1.867905616760254, 'learning_rate': 4.8728266447370005e-05, 'epoch': 0.38}
{'loss': 0.5614, 'grad_norm': 2.26435923576355, 'learning_rate': 4.871848939201365e-05, 'epoch': 0.38}
{'loss': 0.6788, 'grad_norm': 2.367602825164795, 'learning_rate': 4.87086758860354e-05, 'epoch': 0.38}
{'loss': 0.6843, 'grad_norm': 1.7058181762695312, 'learning_rate': 4.8698825944516665e-05, 'epoch': 0.39}
{'loss': 0.5785, 'grad_norm': 2.184100866317749, 'learning_rate': 4.868893958259486e-05, 'epoch': 0.39}
{'loss': 0.5577, 'grad_norm': 1.9110556840896606, 'learning_rate': 4.8679016815463355e-05, 'epoch': 0.39}
{'loss': 0.6575, 'grad_norm': 1.921817660331726, 'learning_rate': 4.86690576583715e-05, 'epoch': 0.39}
{'loss': 0.6203, 'grad_norm': 2.114837646484375, 'learning_rate': 4.865906212662452e-05, 'epoch': 0.39}
{'loss': 0.6474, 'grad_norm': 1.8565806150436401, 'learning_rate': 4.864903023558359e-05, 'epoch': 0.39}
{'loss': 0.6593, 'grad_norm': 1.8987642526626587, 'learning_rate': 4.8638962000665736e-05, 'epoch': 0.39}
{'loss': 0.6768, 'grad_norm': 1.8691374063491821, 'learning_rate': 4.862885743734383e-05, 'epoch': 0.39}
{'loss': 0.6814, 'grad_norm': 1.8043272495269775, 'learning_rate': 4.86187165611466e-05, 'epoch': 0.39}
{'loss': 0.702, 'grad_norm': 2.375993251800537, 'learning_rate': 4.860853938765856e-05, 'epoch': 0.39}
{'loss': 0.6724, 'grad_norm': 2.12693190574646, 'learning_rate': 4.859832593252e-05, 'epoch': 0.39}
{'loss': 0.5638, 'grad_norm': 2.0440046787261963, 'learning_rate': 4.858807621142699e-05, 'epoch': 0.39}
{'loss': 0.592, 'grad_norm': 2.057483673095703, 'learning_rate': 4.857779024013132e-05, 'epoch': 0.39}
{'loss': 0.7245, 'grad_norm': 2.227449893951416, 'learning_rate': 4.8567468034440486e-05, 'epoch': 0.39}
{'loss': 0.6421, 'grad_norm': 2.008821487426758, 'learning_rate': 4.855710961021769e-05, 'epoch': 0.4}
{'loss': 0.5779, 'grad_norm': 2.0157463550567627, 'learning_rate': 4.854671498338176e-05, 'epoch': 0.4}
{'loss': 0.6516, 'grad_norm': 1.8027087450027466, 'learning_rate': 4.853628416990718e-05, 'epoch': 0.4}
{'loss': 0.5602, 'grad_norm': 2.0913360118865967, 'learning_rate': 4.852581718582406e-05, 'epoch': 0.4}
